,name,url,loca,entre,info
469,Fatture in cloud,https://www.fattureincloud.it/,Endeavor Italy ,          Daniele Ratti  ,"Fatture in Cloud (FIC) provides Italian SME owners with cloud-based software to seamlessly issue e-invoices and manage their businesses under the new regulatory standards.
"
470,Female Daily Network,http://www.femaledaily.com,Endeavor Indonesia ,          Hanifa Ambadar  ,"Female Daily Network helps Indonesian women look and feel beautiful and is the largest online community for young Indonesian women. 
"
471,Fën Hoteles,https://www.endeavor.org.ar/,Endeavor Argentina ,"                    Patricio Fuks                    ,                     Alejandro Frenkel                    ","Fën Hoteles offers comprehensive franchise and hotel management services.
"
472,Feruni Ceramiche Sdn. Bhd,http://www.feruni.com,Endeavor Malaysia ,          CC Ngei ,"Driven by the passion to transform tiles from just wall and floor coverings into a lifestyle element for any space, Feruni Ceramiche is one of the leading brands in upmarket ceramic and porcelain tiles.
"
473,Field Agent,https://www.fieldagent.net/,Endeavor Northwest Arkansas ,"          Marc Yount ,           Kelly Miller ,           Rick West ,           Henry Ho ","Field Agent provides physical retailers and consumer packaged goods (CPG) brands with data analytics to get consumer insights and inform product trials.
"
474,Field Intelligence,https://field.inc/,Endeavor Nigeria ,"          Michael Moreland ,           Peter Bunor ,           Justin Lorenzon ","Field Intelligence is a technology-enabled pharmaceutical distributor that provides retail pharmacies with access to data-driven planning, fulfillment, quality medication and inventory financing. 
"
475,Figopara,https://figopara.com/,Endeavor Turkey ,"          Koray Bahar ,           Ahmet Bilgen  ,           Arman Eker ","Figopara is a supplier financing platform formed to expand the circulating capital that companies need.
"
476,FIGS,https://www.wearfigs.com,Endeavor Miami ,,"FIGS is seeking to revolutionize the medical apparel industry through its line of tailored and technical scrubs sold direct to consumer. FIGS IPO’d on the NYSE in May 2021. 
"
477,FilmHouse and FilmOne,https://www.filmoneng.com/,Endeavor Nigeria ,"          Moses Babatope ,           Kene Okwuosa ","FilmHouse and FilmOne provide platforms to support the thriving Nigerian film industry (Nollywood).
"
478,FinConecta,https://finconecta.com,Endeavor Miami ,"          Jorge Ruiz ,           Mauricio Lorenzetti  ","FinConecta is an enterprise software company driving the digitization of the financial services industry with its proprietary middleware platform, 4wrd, which connects financial institutions to fintechs via standardized API integration.
"
479,Finsocial,https://www.FINSOCIAL.co,Endeavor Colombia ,          Santiago Botero Jaramillo ,"Finsocial provides personal and payroll loans to teachers and pensioners through a fully digital system that can analyze a customer’s credit-worthiness in minutes and disburse funds within a day. 
"
480,First Circle,https://www.firstcircle.ph/,Endeavor Philippines ,"          Tony Ennis ,           Patrick Lynch ","First Circle is an online financing platform designed to provide short-term loans to small and medium enterprises in the Philippines. After First Circle, Tony founded EditMode, a software solution that makes it easier to manage and change content on the web.
"
481,First-Class Mining Attachments (FMA),https://fmaindustrial.com/en/home-en/,Endeavor Chile ,"          Gonzalo Restini ,                     Hernan Restini                    ","First-Class Mining Attachments (FMA) designs and manufactures auxiliary equipment and special attachments that increase safety and productivity in mines. 
"
482,Flash,https://www.flashapp.com.br/,Endeavor Brazil ,"          Ricardo Salem ,           Guilherme Lane ,           Pedro Lane ","Flash is an HR tech company revolutionizing Brazil’s enormous and highly regulated corporate benefits market. The Flash platform provides all the benefits an employee receives in one platform, including food, transportation, gym, insurance, and more. Flash also offers a card that allows easier accessibility and usage of benefits.
"
483,Fleetio,https://www.fleetio.com/,Endeavor Atlanta ,          Tony Summerville ,"Fleetio is a SaaS platform that helps companies track and optimize their fleets in real-time.
"
484,FlexClub,https://www.flex.club/,Endeavor South Africa ,          Tinashe Ruzane ,"FlexClub is an all-inclusive vehicle subscription platform for business and consumers.
"
485,FloraNow,https://floranow.com/,Endeavor Jordan ,          Charif Mzayek ,"Floranow is a curated B2B online marketplace connecting flower growers, consolidators and exporters directly to flower retailers, event planners, hotels and supermarkets. 
"
486,Florence Healthcare,https://www.florencehc.com/,Endeavor Atlanta ,"          Andres Garcia ,           Ryan Jones ","Florence Healthcare is the leading platform for remote connectivity and electronic document workflow management in clinical research. Today, it is considered the industry standard, with more than 8,500 research sites in 30 countries collaborating on its network. The Florence network supported three of the most extensive COVID-19 vaccine trials.
"
487,Flowics,https://www.flowics.com/,Endeavor Argentina ,"          Andres Moratti ,           Fernando Zunino ,           Juan Codagnone  ,           Mariano Cortesi ,           Gabriel Baños ","Flowics works with broadcasters and producers in the sports, media & entertainment industry, helping them to streamline their production workflows to retain and monetize viewers across all digital environments.
"
488,Floyd,http://floydhome.com/,Endeavor Detroit ,"          Alex O'Dell ,           Kyle Hoff ","Floyd is an e-commerce-based, vertically-integrated furniture brand that makes beautifully-designed furniture for city living.
"
489,Fluency Academy,https://www.fluencytv.com/,Endeavor Brazil ,"          Finn Puklowski ,           Rhavi Carneiro ","Fluency Academy is an online language learning platform based in Brazil. The company was born out of the realization that existing language learning methods were ineffective and lengthy, focusing on grammar and language rules rather than practical results students could experience.
"
490,Fluvip,http://www.fluvip.com/,Endeavor Colombia ,"          Juan David Ramirez ,           Sebastian Jasminoy ","Fluvip offers a technology platform that allows advertisers to identify the right social content influencers for their campaigns based on artificial intelligence systems; and enables brands to connect with social content influencers in the world through multi-channels, such asTwitter, Instagram, Vine, Facebook, and Blogs.
"
491,FlySpaces,http://flyspaces.com/,Endeavor Philippines ,          Mario Berta ,"FlySpaces operates a digital marketplace that provides short-term work and meeting space solutions to entrepreneurs, start-ups, SMEs, and mobile professionals in SEA. For venue owners, FlySpaces acts as a digital marketing platform that connects them to a vast user base to monetize their space.
"
492,FOO,https://foo.mobi/,Endeavor Lebanon ,"          Elie Nasr ,           Ghady Rayess ","FOO is a B2B FinTech provider, enabling banks and startups to process their end customers’ peer-to-peer payments, overseas remittance payments, bill payments, and loan applications. 
"
493,Foodics,https://www.foodics.com,Endeavor Saudi Arabia ,          Ahmad AlZaini ,"Foodics is a cloud-based restaurant management system.
"
494,FOODIZZ,http://foodizz.id,Endeavor Indonesia ,"          Rex Marindo ,           Stefanie Kurniadi ","Foodizz is the first culinary business learning platform in Indonesia. 
"
495,Foriba,https://www.linkedin.com/in/koraybahar/,Endeavor Turkey ,"          Koray Bahar ,            Ahmet Bilgen  ","Foriba is a Regtech company enhancing business productivity by moving paper-based procedures online. The company was acquired by Sovos in 2019.
"
496,FormulaFolios,http://www.formulafolios.com,Endeavor Detroit ,          Jason Crump ,"FormulaFolios offers financial advisors a platform to seamlessly build and manage their books of business. 
"
497,FortBrasil,https://www.fortbrasil.com.br/,Endeavor Brazil ,"          José Pires de Oliveira Neto ,           Juliana Freitas ","FortBrasil offers low-income consumers credit through its open private label credit card. 
"
498,Freeda,http://www.freedamedia.com/,Endeavor Italy ,"          Gianluigi Casole  ,           Andrea Scotti Calderini  ","Freeda is a European digital media business that partners with consumer brands to create premium content and native advertising strategies targeting female consumers.
"
499,FrezyDerm,https://www.frezyderm.com/,Endeavor Greece ,"                    Giannis Anastasiou                    ,           John Anastasiou ","FREZYDERM develops, manufactures and trades dermoceutical products and medical devices.
"
500,Fullsand,http://www.fullsand.com,Endeavor Mexico ,                    Joaquín Matienzo I                    ,"Fullsand is a vertically integrated beachwear company with operations in design, manufacturing, and distribution, including retail stores.
"
501,Funtour,https://www.funtour.com.uy,Endeavor Uruguay ,"          Javier Rocha ,           Martín Barbot Mantegani ","Funtour is an Uruguayan travel experience company that brings children and teenagers together to explore new parts of the world.
"
502,Gaia Desgin,http://www.gaiadesign.com.mx/,Endeavor Mexico ,          Philippe Cahuzac ,"Catering to Mexico’s rising middle and upper-middle classes, GAIA delivers contemporary interior designs to homes across the country at the click of a button. 
"
503,Game Planet,http://gameplanet.com/,Endeavor Mexico ,          Marco Polo Bautista ,"Game Planet is a video game store which offers new titles and consoles and the option to trade in used games, with a special focus on providing the best customer experience in Mexico.
"
504,Geekie,http://www.geekie.com.br,Endeavor Brazil ,"          Eduardo Bontempo ,           Claudio Sassaki ","Geekie employs the power of technology to democratize top quality education for Brazil’s middle and high schoolers.
"
505,GENESYS,http://www.genesys.cl,Endeavor Chile ,"                    Álvaro Ananías                    ,                     Gustavo Dibán                    ","Genesys focuses on “remote” software applications centered on the tracking of products and people.
"
506,Geo Energetica,http://www.geoenergetica.com.br/,Endeavor Brazil ,          Alessandro Arco Gardemann ,"GEO Energética has developed an innovative biotechnological process for biogas production reusing the residues of the sugar-alcohol industry. The biogas can be used to generate clean electricity or produce biomethane to replace diesel oil.
"
507,GEOMAR,http://www.geomar.cl,Endeavor Chile ,                    Javier Donoso                    ,"Geomar produces gourmet canned seafood, working closely with local fishermen communities to gurantee stable sourcing and responsible capture. 
"
508,GeoPagos,https://geopagos.com,Endeavor Argentina ,"          Julian Lisenberg ,           Sebastian Nuñez Castro  ","GeoPagos provides end-to-end digital payment solutions for banks, processors, acquirers and payment facilitators across Latin America.
"
509,Geovictoria,https://www.geovictoria.cl/,Endeavor Chile ,"          Sergio Astudillo  ,           Rodrigo Lewit ","GeoVictoria is a technology company that delivers workforce management solutions and analytics tools.

"
510,Gera,http://gera.com.br,Endeavor Brazil ,"          Fabio Piastrelli Mengozi ,           Alencar Carvalho ","Gera is a company that provides direct selling, SaaS, cloud software, omnichannel, ERP, CRM, retail & commercial back office services.

"
511,German Imaging Technologies (GIT),http://www.gitmea.com/,Endeavor UAE ,          Sassan Dieter Khatib-Shahidi ,"German Imaging Technologies is an independent document printing solutions provider in MENA, enabling clients to save 30%+ on their printing while not compromising on reliability unlike other OEM alternatives.
"
512,Gesto,http://www.gesto.com.br/,Endeavor Brazil ,          Fabiana Salles ,"Gesto offers a platform that allows clients to identify and manage healthcare risk in an easier more efficient way. The company was acquired by Dasa in 2020.
"
513,GIINT / Storeacell,http://www.storeacell.com,Endeavor Mexico ,"          Abraham Franklin ,           Juan Carlos Lopez Noriega ","GIINT is a biotechnology laboratory that offers stem cell banking services and invests in R&D with first class PhD researchers and doctors, and in synergy with hospitals working on regenerative medicine to treat chronic diseases.
"
514,Glamping Hub,https://glampinghub.com/,Endeavor Spain ,          David Troya  ,"Glamping Hub is an online booking portal for customers looking to combine luxury and the great outdoors.
"
515,GlamST,https://glamst.com/,Endeavor Uruguay ,"          Carolina Bañales ,           Agustina Sartori ","GlamST is an AR Technology company enabling customers to try on makeup through AR. GlamST was acquired by Ulta Beauty in 2018.
"
516,Global Mobility Service,https://www.global-mobility-service.com/en/,"Endeavor Japan , Endeavor Philippines ","                    Tokushi Nakashima                    ,           Kazumasa  Nakashima ","Through its proprietary payment assurance, data collection devices and mobility service platform, Global Mobility Service partners with financial institutions to offer auto loans to those who fail credit screenings.
"
517,Gocase,http://www.gocase.com.br,Endeavor Brazil ,"          Guilherme Nóbrega ,           Rafael Lobo  ","Gocase enables customers to express themselves by providing fashionable cases and accessories for cell phones.
"
518,GOI,https://www.letsgoi.com/en,Endeavor Spain ,          Yaiza Canosa ,"GOI is a shipping logistics company that operates last mile delivery at the province level across Europe, where logistics operators do not have specific services for bulky products, especially furniture and appliances.
"
519,Goiko,https://www.goikogrill.com/,Endeavor Spain ,          Andoni Goicoechea ,"Goiko is a Spanish hamburger chain known for its delicious products, honest brand, great atmosphere, and community engagement. Goiko announced a partial sale to L. Catterton in 2018. 
"
520,GOintegro,https://www.gointegro.com/es/inicio/,Endeavor Argentina ,"                    German Dyzenchauz                    ,                     Gaston Lejtman                    ","GOintegro is the leading social HR platform in Latin America. GOintegro streamlines internal communications and strengthens the positive impact of company culture with cloud-based applications.
"
521,Golden Gate,https://ggg.com.vn/en/,Endeavor Vietnam ,          Vinh Dao ,"Golden Gate is a pioneer in applying the restaurant chain model in Vietnam, with five main casual dining cuisines. Golden Gate is the largest F&B chain in Vietnam with 22+ brands, nearly 400 restaurants in 45 provinces, serving 18 million customers per year and employing 19,000 staff across Vietnam.
"
522,GoodPeople S.A.,https://www.goodpeople.com/,Endeavor Argentina ,          Daniel Jejcic ,"Good People is building a global community for action sports fans both online via its social e-commerce site
"
523,GoQuo,https://www.goquo.com,Endeavor Malaysia ,          Ron Ramanan ,"GoQuo provides leading Airlines and OTAs a full-service e-commerce solution to create a personalized and inspiring digital shopping experience for their customers.
"
524,Gourmet Egypt Group,https://www.gourmetegypt.com/,Endeavor Egypt ,"          Amgad Sultan ,           Jalal Abu Gazaleh ","Gourmet Investment Group (GIG) manufactures premium quality food and ingredients using state-of-the-art kitchens including a butchery, bakery, pastry kitchen, ice cream laboratory, among others.
"
525,Gram Games,https://gram.gs/,Endeavor Turkey ,          Mehmet Ecevit ,"Gram Games is a mobile gaming company which is the creator of global hits such as 1010! and Merge. It was acquired by Zynga in 2018. 
"
526,GreatSoft,http://www.greatsoft.co.za/,Endeavor South Africa ,          Bruce Morgan ,"GreatSoft provides accounting firms with high-quality CRM solutions to manage the administration, from time capture, billing, marketing, to practice financials.
"
527,Green Cola,http://greencola.com/,Endeavor Greece ,                    Periklis Venieris                    ,"Green Cola produces the first cola-style soft drink made with stevia, combining a great cola taste with caffeine from green coffee beans, and with zero calories and no aspartame, sugar, artificial sugar substitutes or other health-compromising ingredients. 
"
528,Green Studios,http://www.greenstudios.net,Endeavor Lebanon ,          Jamil Corbani ,"Green Studios (GS) is a landscape architecture and technology platform bringing vertical greenery in urban centers.
"
529,GreenPrint,https://greenprint.eco/,Endeavor Atlanta ,          Peter Davis ,"GreenPrint provides the world’s leading retail, fuel, fleet, and product brands with sustainability as a service solutions to increase consumer goodwill, sales and profitability, and create a net-positive impact on our environment.
"
530,Grey Group,https://www.grey.com/en/,Endeavor Turkey ,          Mehmet Aksel ,"Grey Group is a Digital Marketing Agency focused on Online Campaigns, Advergames, Social Networking, User Generated Content, Trendwatching and Creativity.
"
531,GridMarkets,https://www.gridmarkets.com,Endeavor Malaysia ,          Hakim Karim ,"GridMarkets is a SaaS provider for visual effects, engineering and financial services.

"
532,Groupon Peixe,https://www.peixe.com.co/,Endeavor Chile ,                    Felipe Henríquez                    ,"Peixe is an e-commerce platform, which resulted from the merger in 2018 between Peixe Urbano (Brazil’s largest local e-commerce) and Groupon LatAm (the largest local e-commerce in Latin America). 
"
533,Grupo Air,https://www.grupoair.cl/en/home/,Endeavor Chile ,"          Javier Suazo ,           Gonzalo Nuñez ,           Osiel Nuñez ","Grupo Air is a holding company of firms specializing in dust control, delivering clean air solutions to mining and industrial clients.
"
534,Grupo ARS,http://www.grupoarospanama.com/,Endeavor Ecuador ,"                    Sebastián Muller                    ,           Ronald Nankervis ","Grupo ARS offers distressed asset management, debt collection, and call center services to financial institutions and corporations, with a focus on consumer debt. 
"
535,Grupo Gastronómico,https://www.endeavor.cl/,Endeavor Chile ,                    Andres Turski                    ,"Grupo Gastronomico operates 5 restaurant brands – Sport Café, La Perla del Pacífico, Puerto Bellavista, Puerto del Alto and Trattoria Rita
"
536,Grupo Industrial Ideagro,https://www.ideagro.com,Endeavor Colombia ,          Mauricio Angel ,"Ideagro designs and produces equipment used to help modernize the cattle farming industry in Colombia.
"
537,Grupo MeikO,https://grupomeiko.com/,Endeavor Colombia ,"          Juan Manuel Medina ,           Svi Kishner ","Meiko collects and analyses data on many small independent retailers across Latin America, and provides actionable insights to FMCG brands to allow them to optimize their distribution and sales strategies.
"
538,Grupo SOHIN,http://www.sohin.mx,Endeavor Mexico ,          Juana Ramirez ,"SOHIN provides patients and their families with a suite of integrated services that reduce stress and simplify the complexities of treating a chronic disease. 
"
539,Guapaletas,https://guapaletas.com/home/,Endeavor Argentina ,                    Federico Manzuoli                    ,"Guapaletas is an Argentine popsicle brand.
"
540,GuiaBolso,http://www.guiabolso.com.br/,Endeavor Brazil ,"          Thiago Alvarez ,           Benjamin Gleason  ","GuiaBolso is Brazil’s leading personal finance platform. It was acquired by PicPay in July 2021.
"
541,Guidepost,http://www.guidepost.net/,Endeavor South Africa ,          Graham Rowe ,"Guidepost’s network of diabetes coaches uses a telemedicine platform to reach, understand, advise, and support people with diabetes.
"
542,Gumindo Bogamanis,http://www.gumindo.com,Endeavor Indonesia ,                    Andreas Anggada                    ,"Gumindo Bogamanis processes and sells premium-quality sunflower seeds, building mutually beneficial business partnerships with customers and suppliers.

"
543,Gurucargo,https://www.gurucargo.com,Endeavor Uruguay ,"          Andrés Israel ,           Eric Waizman ,           Alejandro Esperanza ","Gurucargo is a Digital Forwarder that does for cargo shipping in Brazil what Flexport is doing in USA. Gurucargo was acquired in 2019.
"
544,Hack The Box,https://www.hackthebox.eu,Endeavor Greece ,          Charalampos Pylarinos ,"Hack The Box is an online platform enabling individuals, teams, businesses and students to test their penetration (hacking) skills and exchange ideas and methodologies.
"
545,Halan,https://www.halanapp.com/,Endeavor Egypt ,          Mounir Nakhla ,"Halan is Egypt’s first ride-hailing and delivery application, providing two and three-wheeler vehicle rides and on-demand logistics for individuals and businesses. With its wallet, bill payments services, e-commerce with BNPL, and micro loans, Halan is the leading Super App for the unconnected and unbanked in the region.
"
546,Handle,https://www.handleglobal.com/,Endeavor Louisville ,          Kyle Green ,"Handle is a marketplace to buy and sell high-quality excess healthcare inventory, supplies and equipment. 
"
547,HappyFresh,http://www.happyfresh.com,Endeavor Indonesia ,"          Guillem Segarra  ,           Markus Bihler ","HappyFresh is Southeast Asia’s leading food-focused last mile logistics and on-demand delivery company. One of the Endeavor Entrepreneurs, Markus Bihler, is now co-founder of Builders Union.
"
548,HARA,https://haratoken.io/,Endeavor Indonesia ,          Regi Wahyu ,"HARA connects rural smallholder farmers with banks, insurance companies, and input producers.
"
549,Harmony Cosmetics,https://herbal-essentials.com/,Endeavor UAE ,          Aly Rahimtoola ,"Harmony Cosmetics caters to natural beauty consumers with its “Herbal Essentials” brand, an all-natural UAE-established personal care brand that offers its clients high-quality, yet affordable, all-natural beauty products. 
"
550,HealthPlus,https://www.linkedin.com/in/bukky-george-4769a12b/,Endeavor Nigeria ,          Bukky George ,"HealthPlus Group brings Nigerians health and beauty products that they can trust.
"
551,Helium Health,https://heliumhealth.com/free_demo.html,Endeavor Nigeria ,"          Dimeji Sofowora ,           Tito Ovia ,           Goke Olubusi ","Helium Health is a healthcare technology company focused on digitizing and promoting data-driven healthcare in Nigeria.
"
552,Hellas Direct,http://www.hellasdirect.gr,Endeavor Greece ,"          Emilios Markou ,           Alexis Pantazis  ","Hellas Direct is a digital-first, full-stack insurance company focused on car & home insurance.
"
553,Hello Paisa,http://hellogroup.co.za/,Endeavor South Africa ,"          Shaazim Khamissa ,           Nadir Khamissa ","HelloPaisa is the leading digital remittance company in Southern Africa and focuses on financial inclusion of migrant workers and informal micro-merchants. 
"
554,HelloHungry,http://hellohungry.com,Endeavor Bulgaria ,"          Vladimir Davtchev ,                     Zornitsa Chugreeva                    ","The leading food delivery company in Bulgaria and Romania, HelloHungry provides customers the fastest and easiest way to order food wherever they are. 
"
555,Heng Hiap Industries Sdn Bhd,https://www.henghiap.com,Endeavor Malaysia ,          Kian Hoe Seah ,"Heng Hiap is a fully integrated plastic recycling company that collects used ocean plastics and transforms them into reusable energy and industrial material. It was the first company in the world to receive Ocean Bound Plastic certification co-developed by NGO Zero Plastic Oceans and Control Union. 
"
556,Hintrag,http://www.hintrag.com/,Endeavor Lebanon ,"          Nehman Hachem ,           Samer El-Hachem ","Hintrag manufactures high quality yet affordable and healthy powdered desserts and drinks customized for every region, using all natural flavors and neither artificial preservatives nor GMOs. 
"
557,Hogaru,https://www.hogaru.com/,Endeavor Colombia ,"          Gonzalo Ucar ,           Oscar Peña ,           Matteo Cera ","Hogaru is a digital facility management platform that provides professional cleaning services for small and medium sized businesses and households in Latin America.
"
558,Holistik,http://www.grupoticoy.com,Endeavor Mexico ,                    Jorge Arteaga Plascencia                    ,"Holistik makes 100% natural frozen fruit bars and smoothies that are vegan, low-calorie, gluten free, dairy free, and non-GMO.
"
559,Home Burgers,https://homeburgers.com/,Endeavor Colombia ,          Camilo Pelaez ,"Home Burgers is a fast-casual restaurant chain that combines the price, speed and convenience of a fast-food restaurant with the high-quality products and experience of a full-service restaurant. Home Burgers offers a very simple but high-quality menu comprised of three types of burgers.
"
560,HotelBrain,http://hotelbrain.com/,Endeavor Greece ,                    Panos Paleologos                    ,"HotelBrain is a hotel management company in Greece focused exclusively on operating luxury boutique hotels. 
"
561,Houm,https://houm.com/,Endeavor Chile ,"          Benjamín Labra ,           Nicolás Knockaert ","Houm is a Latin American prop-tech company based in Santiago, Chile that provides end-to-end real estate solutions, including rentals, sales, and property management. The company was founded in 2018 to democratize real estate by making renters’ and homeowners’ lives easier at each step of the way.
"
562,Housi,https://housi.com/,Endeavor Brazil ,          Alexandre Lafer Frankel ,"Housi is reinventing the wheel within the real estate sector by offering its services to key stakeholders in the industry’s value chain. The company is an asset-light platform that delivers “housing-on-demand”. 
"
563,Hungerstation,https://hungerstation.com/en,Endeavor Saudi Arabia ,          Ebrahim Aljassim ,"HungerStation facilitates online food ordering, tracking and delivery through its website and mobile app.
"
564,Hunter Foods,http://www.hunterfoods.com/,Endeavor UAE ,,"Hunter Foods produces a wide range of specialty and gourmet packaged foods under its own brands in the “Better For You” snacks segment in the Middle East and Asia. It is also the exclusive distributor in the region for leading cereal, biscuit, and nuts from the US, UK, Europe and Asia.

"
565,Huspy,https://huspy.com/,Endeavor UAE ,          Jad Antoun ,"Launched in 2020 in the UAE, Huspy began by solving a painful step in the home buying process: getting a mortgage. In less than 12 months, the company became the market leader in the UAE. Huspy aims to build a full-fledged prop-tech ecosystem that enables more seamless processes for all the stakeholders involved. 
"
566,I.Systems,http://www.i.systems.com.br/,Endeavor Brazil ,"          Ronaldo Antônio da Silva ,           Danilo Halla ,           Igor Bittencourt Santiago ","I.Systems applies artificial intelligence to provide industry 4.0 software solutions that control industrial processes to reduce variation and ensure they are running at the optimal efficiency level.
"
567,Ibushak,http://www.ibushak.com,Endeavor Mexico ,"          Salomon Bouzali ,           Mauricio Bouzali ","Ibushak is an e-commerce solution for design, marketing, billing, fraud prevention, logistics, payments, customer service and much more.
"
568,idwall,http://www.idwall.co,Endeavor Brazil ,"          Lincoln Ando ,           Raphael Melo ","IDwall is a regulation tech company that develops automated identity validation solutions, simplifying user onboarding for organizations in a variety of industries.
"
569,iHandal Energy Solutions,http://www.ihandalenergy.com.my/,Endeavor Malaysia ,          Aaron Patel ,"iHandal is provides sustainable engineering solutions that help businesses maximize their energy and operational savings.
"
570,iiDENTIFii,https://iidentifii.com/,Endeavor South Africa ,"          Gur Geva ,           Lance Fanaroff ,           Robert Sussman ","iiDENTIFii is a secure and user-friendly technology platform that authenticates human identity.
"
571,Ilumexico,http://www.ilumexico.mx/,Endeavor Mexico ,"          Ana Coll ,           Manuel Wiechers ","Ilumexico provides rural and marginalized communities with affordable access to solar energy through microfinance, long-term service, and training in the use and maintenance of technology. 
"
572,Imagen Dental,https://www.imagendental.com/,Endeavor Mexico ,                    Ricardo Villarreal Zambrano                    ,"Imagen Dental is a one-stop health clinic that provides world-class dental, vision, and hearing care to middle-class Mexicans.
"
573,iMoney,http://www.imoney.my/,Endeavor Malaysia ,          Ching Wei Lee ,"iMoney aggregates credit card and various loan rates, among other products, in one easy-to-use platform. iMoney sold to fellow Endeavor Entrepreneur company Juris Technologies.
"
574,Impress,https://smile2impress.com/es?lang=en,Endeavor Spain ,"          Vladimir Lupenko ,           Diliara Lupenko ","Impress is a chain of orthodontic clinics that provides digitized, fast, and convenient clear aligner treatments for patients while leveraging a medical approach. Based out of Spain and founded in 2019, the company operates across Europe and the US.
"
575,Imtenan,http://imtenan.com/,Endeavor Egypt ,          Ahmed Farouk ,"Imtenan imports, manufactures and sells over 200 natural health products, including Medicinal Herbs, Natural Supplements, Superfoods, wholefoods & Honey Bee products.
"
576,Inbenta,https://www.inbenta.com/en/,Endeavor Spain ,          Jordi Torras ,"Inbenta uses AI and Natural Language Processing to automate and improve sales, customer support and HR conversations.
"
577,Incognia,https://www.incognia.com/,Endeavor Brazil ,"          André Ferraz ,           Lucas Queiroz ,                     Alan Gomes                    ,           Denyson Messias  ","Incognia’s location-based behavioral biometrics solution helps fintechs, banks and retailers recognize trusted users in real-time to drive mobile revenue growth and reduce fraud.
"
578,Independent Foods,https://www.indpt.com/,Endeavor Saudi Arabia ,"          Deem AlBassam ,           Amal AlMarri ","INDPT is a unique and home-grown hospitality management company driven to create authentic concepts that provide dining experiences designed to complement local culture. 
"
579,Indonesia Bike Works,https://indonesiabikeworks.com/IBW/,Endeavor Indonesia ,          Anne Sekita  ,"Indonesia Bike Works manufactures mid to high-end bicycles and accessories that balance trendy designs with world-class performance and has developed proprietary technology for dealers to place and track orders. 
"
580,Inertia Holding Group,http://www.inertiaegypt.com/,Endeavor Egypt ,"          Ahmed El Adawy ,                     Hussein Rifai                    ","Inertia Holding Group is an Egyptian real estate company that develops projects that offer modern yet affordable housing options in upscale Egyptian neighborhoods.
"
581,Infocorp,http://www.infocorpgroup.com/,Endeavor Uruguay ,"          Gabriel Colla ,           Ana Inés Echavarren ","Infocorp’s intelligent omnichannel platform provides banks with agile and flexible solutions to help them enhance their customer experience. The company was acquired by Constellation Software in 2020.
"
582,Infomineo,http://www.infomineo.com/,Endeavor Morocco ,"          Martin Tronquit ,           Hamza Laraichi ","Infomineo is a brainshoring services company, offering its clients business research, an expert network, graphic design, and business translation.
"
583,Ininal,http://www.ininal.com/,Endeavor Turkey ,"          Celik Oren ,           Bulent Tekman  ","Ininal was founded in 2012 in order to provide basic financial services to both retail and corporate customers and become the leading new generation payment platform in Turkey and Region. The company was acquired by Multinet UP in 2016.
"
584,InMobiles,http://www.inmobiles.net/,Endeavor Lebanon ,          Charbel Litany ,"InMobiles creates solutions for telecommunications operators and government sectors seeking to add new revenue streams.
"
585,Inmunova,http://www.inmunova.com/,Endeavor Argentina ,"          Dan Kaplan ,           Linus Spatz ,           Jorge Villalonga ","Inmunova develops a platform for vaccine design and is involved in single domain antibody generation and selection activities.
"
586,InnoVent,http://www.innovent.co.za,Endeavor South Africa ,"          Zakhe Khuzwayo ,           DJ Kumbula ","Innovent offers cost-effective and sustainable leasing solutions to companies and institutions to help them finance and purchase the technology they need to run their business efficiently and keep their IT equipment up to date.
"
587,Innovex,http://www.innovex.cl,Endeavor Chile ,"          Gonzalo Santamarina ,           Patricio Catalán ","Innovex develops and manufactures real-time sensors, software, telemetry, and hardware offer turnkey solutions to customers in the aquaculture and mining sectors.
"
588,inQuba,https://www.inquba.com/,Endeavor South Africa ,"          Michael Renzon ,           Trent Rossini ","inQuba provides enterprise clients with customer experience management and customer engagement services. 
"
589,Inspectorio,https://www.inspectorio.com,Endeavor Ecuador ,"          Fernando Moncayo ,            Carlos Moncayo ","Inspectorio helps retail brands optimize quality, operations, and sustainability by enhancing supply chain collaboration, visibility, and predictive intelligence. 
"
590,Inspidea Sdn Bhd,https://www.inspidea.com,Endeavor Malaysia ,          Andrew Ooi ,"Inspidea is a 2D animation studio that produces content for local and international TV networks including Nickelodeon, Cartoon Network, Disney and Netflix.
"
591,InstaFit,http://signup.instafit.com.mx/,Endeavor Mexico ,          Oswaldo Trava Albarrán ,"InstaFit is an online fitness and nutritional coaching platform that develops, markets and sells monthly subscriptions to a proprietary, web-based and mobile app program that combines technology with personal human follow-up and support.
"
592,InstaShop,https://instashop.ae/,Endeavor Greece ,          John Tsioris  ,"InstaShop is a homegrown marketplace on-demand delivery app.
"
593,Intelipost,https://www.intelipost.com.br/,Endeavor Brazil ,"          Stefan Rehm ,           Gabriel Drummond ","Intelipost is a SaaS company providing transportation management and tech-enabled delivery solutions to more than 10K+ retailers and 400+ carriers throughout Brazil.
"
594,Inteluck,https://www.inteluck.com/,Endeavor Philippines ,          Kevin Zhang ,"Inteluck provides data-driven end-to-end logistics services to enterprises across Southeast Asia. The company maximizes logistics efficiency for its clients by leveraging technology and data and creating value for customers and vendors.
"
